,num,sentence,tag
1514,26,accessible,O
1515,26,to,O
1516,26,nearby,O
1517,26,MRT,O
1518,26,stations,O
1519,26,such,O
1520,26,as,O
1521,26,Little,B-gpe
1522,26,India,I-gpe
1523,26,and,O
1524,26,Farrer,B-geo
1525,26,Park,I-geo
1526,26,.,O
1527,26,Kitchen,O
1528,26,area,O
1529,26,where,O
1530,26,breakfast,O
1531,26,is,O
1532,26,being,O
1533,26,served,O
1534,26,is,O
1535,26,a,O
1536,26,bit,O
1537,26,small,O
1538,26,that,O
1539,26,it,O
1540,26,can,O
1541,26,go,O
1542,26,crowded,O
1543,26,if,O
1544,26,guests,O
1545,26,will,O
1546,26,eat,O
1547,26,together,O
1548,26,but,O
1549,26,not,O
1550,26,really,O
1551,26,a,O
1552,26,biggie,O
1553,26,.,O
1554,26,I,O
1555,26,enjoyed,O
1556,26,my,O
1557,26,stay,O
1558,26,and,O
1559,26,will,O
1560,26,surely,O
1561,26,come,O
1562,26,back,O
1563,26,soon,O
1564,27,Host,O
1565,27,was,O
1566,27,very,O
1567,27,prompt,O
1568,27,and,O
1569,27,informative,O
1570,27,.,O
1571,27,Location,O
1572,27,is,O
1573,27,close,O
1574,27,by,O
1575,27,Rocher,B-geo
1576,27,MRT,O
1577,27,and,O
1578,27,also,O
1579,27,bus,O
1580,27,station,O
1581,27,Opp,O
1582,27,Nafa,B-org
1583,27,Campus,I-org
1584,27,.,O
1585,27,We,O
1586,27,were,O
1587,27,able,O
1588,27,to,O
1589,27,take,O
1590,27,bus,O
1591,27,to,O
1592,27,Merlion,B-gpe
1593,27,Park,I-gpe
1594,27,",",O
1595,27,Clarke,B-geo
1596,27,Quay,I-geo
1597,27,",",O
1598,27,and,O
1599,27,Orchard,B-geo
1600,27,.,O
1601,27,Lasalle,B-org
1602,27,College,I-org
1603,27,of,I-org
1604,27,the,I-org
1605,27,Arts,I-org
1606,27,with,O
1607,27,its,O
1608,27,unique,O
1609,27,architectural,O
1610,27,building,O
1611,27,is,O
1612,27,located,O
1613,27,very,O
1614,27,near,O
1615,27,the,O
1616,27,apartment,O
1617,27,.,O
1618,27,It,O
1619,27,is,O
1620,27,no,O
1621,27,wonder,O
1622,27,that,O
1623,27,the,O
1624,27,host,O
1625,27,had,O
1626,27,decorated,O
1627,27,the,O
1628,27,spacious,O
1629,27,living,O
1630,27,room,O
1631,27,with,O
1632,27,lots,O
1633,27,of,O
1634,27,Artworks,O
1635,27,.,O
1636,27,Early,O
1637,27,bag,O
1638,27,drop,O
1639,27,off,O
1640,27,and,O
1641,27,bag,O
1642,27,storage,O
1643,27,after,O
1644,27,check,O
1645,27,out,O
1646,27,hour,O
1647,27,was,O
1648,27,very,O
1649,27,convenient,O
1650,27,.,O
1651,27,Our,O
1652,27,stay,O
1653,27,was,O
1654,27,pleasant,O
1655,27,.,O
1656,28,Near,O
1657,28,Kallang,B-geo
1658,28,MRT,O
1659,28,Station,O
1660,28,",",O
1661,28,many,O
1662,28,restaurants,O
1663,28,in,O
1664,28,the,O
1665,28,area,O
1666,28,",",O
1667,28,and,O
1668,28,very,O
1669,28,hospitable,O
1670,28,people,O
1671,28,on,O
1672,28,the,O
1673,28,front,O
1674,28,desk,O
1675,28,.,O
1676,28,They,O
1677,28,also,O
1678,28,give,O
1679,28,you,O
1680,28,a,O
1681,28,very,O
1682,28,good,O
1683,28,information,O
1684,28,and,O
1685,28,tips,O
1686,28,within,O
1687,28,the,O
1688,28,area,O
1689,28,.,O
1690,29,Our,O
1691,29,comments,O
1692,29,on,O
1693,29,Joyce,B-per
1694,29,Home,O
1695,29,have,O
1696,29,only,O
1697,29,countless,O
1698,29,good,O
1699,29,.,O
1700,29,.,O
1701,29,.,O
1702,29,.,O
1703,29,.,O
1704,29,.,O
1705,29,.,O
1706,29,.,O
1707,29,.,O
1708,29,",",O
1709,29,remember,O
1710,29,that,O
1711,29,the,O
1712,29,first,O
1713,29,day,O
1714,29,to,O
1715,29,her,O
1716,29,home,O
1717,29,is,O
1718,29,7,O
1719,29,30,O
1720,29,in,O
1721,29,the,O
1722,29,morning,O
1723,29,",",O
1724,29,she,O
1725,29,is,O
1726,29,waiting,O
1727,29,at,O
1728,29,home,O
1729,29,",",O
1730,29,and,O
1731,29,allows,O
1732,29,us,O
1733,29,to,O
1734,29,stay,O
1735,29,early,O
1736,29,",",O
1737,29,I,O
1738,29,am,O
1739,29,so,O
1740,29,grateful,O
1741,29,to,O
1742,29,her,O
1743,29,",",O
1744,29,exemption,O
1745,29,With,O
1746,29,the,O
1747,29,practice,O
1748,29,",",O
1749,29,you,O
1750,29,can,O
1751,29,also,O
1752,29,take,O
1753,29,a,O
1754,29,little,O
1755,29,bit,O
1756,29,of,O
1757,29,rest,O
1758,29,.,O
1759,29,After,O
1760,29,you,O
1761,29,are,O
1762,29,taking,O
1763,29,it,O
1764,29,",",O
1765,29,you,O
1766,29,will,O
1767,29,be,O
1768,29,trained,O
1769,29,.,O
1770,29,The,O
1771,29,port,O
1772,29,is,O
1773,29,simple,O
1774,29,",",O
1775,29,and,O
1776,29,the,O
1777,29,room,O
1778,29,is,O
1779,29,simple,O
1780,29,",",O
1781,29,and,O
1782,29,there,O
1783,29,is,O
1784,29,an,O
1785,29,elevator,O
1786,29,.,O
1787,29,It,O
1788,29,is,O
1789,29,very,O
1790,29,intimate,O
1791,29,.,O
1792,29,Find,O
1793,29,food,O
1794,29,",",O
1795,29,just,O
1796,29,Your,O
1797,29,stomach,O
1798,29,is,O
1799,29,vacant,O
1800,29,",",O
1801,29,there,O
1802,29,is,O
1803,29,a,O
1804,29,good,O
1805,29,thing,O
1806,29,",",O
1807,29,chicken,O
1808,29,rice,O
1809,29,is,O
1810,29,a,O
1811,29,must,O
1812,29,eat,O
1813,29,lunch,O
1814,29,to,O
1815,29,queue,O
1816,29,up,O
1817,29,for,O
1818,29,20,O
1819,29,30,O
1820,29,minutes,O
1821,29,",",O
1822,29,Katong,B-geo
1823,29,Laksa,O
1824,29,",",O
1825,29,Toast,B-org
1826,29,Box,I-org
1827,29,",",O
1828,29,Cookes,O
1829,29,",",O
1830,29,Shu,O
1831,29,",",O
1832,29,Duck,O
1833,29,",",O
1834,29,Rojak,O
1835,29,.,O
1836,29,.,O
1837,29,.,O
1838,29,There,O
1839,29,should,O
1840,29,be,O
1841,29,",",O
1842,29,there,O
1843,29,is,O
1844,29,still,O
1845,29,a,O
1846,29,specialty,O
1847,29,pastry,O
1848,29,",",O
1849,29,non,O
1850,29,test,O
1851,29,cannot,O
1852,29,.,O
1853,29,Traffic,O
1854,29,is,O
1855,29,more,O
1856,29,four,O
1857,29,way,O
1858,29,",",O
1859,29,you,O
1860,29,can,O
1861,29,take,O
1862,29,a,O
1863,29,buse,O
1864,29,",",O
1865,29,there,O
1866,29,is,O
1867,29,direct,O
1868,29,bus,O
1869,29,to,O
1870,29,China,B-gpe
1871,29,Town,I-gpe
1872,29,",",O
1873,29,Clarke,B-org
1874,29,Quay,I-org
1875,29,Musalba,I-org
1876,29,Tea,I-org
1877,29,",",O
1878,29,City,B-gpe
1879,29,Hall,I-gpe
1880,29,",",O
1881,29,Sands,B-gpe
1882,29,Hotel,I-gpe
1883,29,",",O
1884,29,Garden,B-org
1885,29,By,I-org
1886,29,The,I-org
1887,29,Bay,I-org
1888,29,",",O
1889,29,Old,B-gpe
1890,29,Airport,I-gpe
1891,29,Road,I-gpe
1892,29,Food,I-gpe
1893,29,Center,I-gpe
1894,29,delicious,O
1895,29,food,O
1896,29,family,O
1897,29,",",O
1898,29,not,O
1899,29,ETC,O
1900,29,.,O
1901,29,.,O
1902,29,.,O
1903,29,next,O
1904,29,time,O
1905,29,to,O
1906,29,Singapore,B-geo
1907,29,",",O
1908,29,Joyce,B-per
1909,29,Home,O
1910,29,is,O
1911,29,a,O
1912,29,must,O
1913,29,choose,O
1914,29,.,O
1915,30,Stay,O
1916,30,at,O
1917,30,St,B-org
1918,30,Signature,I-org
1919,30,Chinatown,I-org
1920,30,is,O
1921,30,really,O
1922,30,a,O
1923,30,good,O
1924,30,stop,O
1925,30,to,O
1926,30,go,O
1927,30,around,O
1928,30,for,O
1929,30,a,O
1930,30,touristic,O
1931,30,or,O
1932,30,business,O
1933,30,trip,O
1934,30,around,O
1935,30,Singapore,B-geo
1936,30,.,O
1937,31,The,O
1938,31,apartment,O
1939,31,is,O
1940,31,located,O
1941,31,in,O
1942,31,a,O
1943,31,beautiful,O
1944,31,complex,O
1945,31,",",O
1946,31,there,O
1947,31,is,O
1948,31,also,O
1949,31,a,O
1950,31,private,O
1951,31,pool,O
1952,31,",",O
1953,31,and,O
1954,31,in,O
1955,31,a,O
1956,31,quiet,O
1957,31,area,O
1958,31,and,O
1959,31,well,O
1960,31,served,O
1961,31,by,O
1962,31,public,O
1963,31,transport,O
1964,31,Also,O
1965,31,on,O
1966,31,foot,O
1967,31,you,O
1968,31,get,O
1969,31,in,O
1970,31,half,O
1971,31,an,O
1972,31,hour,O
1973,31,in,O
1974,31,Clarke,B-geo
1975,31,Quay,I-geo
1976,31,.,O
1977,31,Cleaning,O
1978,31,is,O
1979,31,so,O
1980,31,thus,O
1981,31,",",O
1982,31,but,O
1983,31,everything,O
1984,31,is,O
1985,31,exceeded,O
1986,31,by,O
1987,31,the,O
1988,31,kindness,O
1989,31,and,O
1990,31,availability,O
1991,31,of,O
1992,31,Callie,B-per
1993,31,and,O
1994,31,Kel,O
1995,31,.,O
1996,31,If,O
1997,31,I,O
1998,31,go,O
1999,31,back,O
2000,31,to,O
2001,31,Singapore,B-geo
2002,31,I,O
2003,31,would,O
2004,31,definitely,O
2005,31,return,O
2006,31,.,O
2007,32,Unless,O
2008,32,you,O
2009,32,are,O
2010,32,really,O
2011,32,excited,O
2012,32,about,O
2013,32,living,O
2014,32,in,O
2015,32,an,O
2016,32,old,O
2017,32,shophouse,O
2018,32,in,O
2019,32,Chinatown,B-gpe
2020,32,",",O
2021,32,I,O
2022,32,would,O
2023,32,suggest,O
2024,32,you,O
2025,32,give,O
2026,32,this,O
2027,32,a,O
2028,32,pass,O
2029,32,.,O
2030,32,If,O
2031,32,you,O
2032,32,like,O
2033,32,the,O
2034,32,busy,O
2035,32,city,O
2036,32,",",O
2037,32,and,O
2038,32,consider,O
2039,32,this,O
2040,32,convenient,O
2041,32,to,O
2042,32,what,O
2043,32,you,O
2044,32,are,O
2045,32,doing,O
2046,32,",",O
2047,32,you,O
2048,32,may,O
2049,32,like,O
2050,32,it,O
2051,32,.,O
2052,32,This,O
2053,32,property,O
2054,32,needs,O
2055,32,upgrading,O
2056,32,.,O
2057,32,A,O
2058,32,bit,O
2059,32,too,O
2060,32,old,O
2061,32,and,O
2062,32,dark,O
2063,32,for,O
2064,32,me,O
2065,32,.,O
2066,32,The,O
2067,32,worst,O
2068,32,is,O
2069,32,that,O
2070,32,to,O
2071,32,catch,O
2072,32,a,O
2073,32,cab,O
2074,32,or,O
2075,32,Grab,B-org
2076,32,",",O
2077,32,they,O
2078,32,will,O
2079,32,not,O
2080,32,stop,O
2081,32,in,O
2082,32,the,O
2083,32,bus,O
2084,32,lane,O
2085,32,outside,O
2086,32,the,O
2087,32,shophouse,O
2088,32,during,O
2089,32,business,O
2090,32,hours,O
2091,32,.,O
2092,32,.,O
2093,32,.,O
2094,32,.just,O
2095,32,the,O
2096,32,time,O
2097,32,when,O
2098,32,you,O
2099,32,need,O
2100,32,them,O
2101,32,It,O
2102,32,is,O
2103,32,not,O
2104,32,permitted,O
2105,32,.,O
2106,32,It,O
2107,32,was,O
2108,32,just,O
2109,32,not,O
2110,32,easy,O
2111,32,to,O
2112,32,stay,O
2113,32,here,O
2114,32,.,O
2115,33,Great,O
2116,33,location,O
2117,33,its,O
2118,33,on,O
2119,33,a,O
2120,33,lovely,O
2121,33,part,O
2122,33,of,O
2123,33,Chinatown,B-gpe
2124,33,with,O
2125,33,lots,O
2126,33,of,O
2127,33,places,O
2128,33,to,O
2129,33,eat,O
2130,33,.,O
2131,33,The,O
2132,33,staff,O
2133,33,is,O
2134,33,friendly,O
2135,33,",",O
2136,33,and,O
2137,33,place,O
2138,33,is,O
2139,33,clean,O
2140,33,.,O
2141,33,High,O
2142,33,recommended,O
2143,33,for,O
2144,33,backpackers,O
2145,34,Good,O
2146,34,location,O
2147,34,near,O
2148,34,Kallang,B-geo
2149,34,MRT,O
2150,34,.,O
2151,34,A,O
2152,34,little,O
2153,34,noisy,O
2154,34,at,O
2155,34,night,O
2156,34,and,O
2157,34,people,O
2158,34,smoking,O
2159,34,right,O
2160,34,outside,O
2161,34,the,O
2162,34,building,O
2163,34,.,O
2164,34,Very,O
2165,34,comfortable,O
2166,34,and,O
2167,34,decently,O
2168,34,clean,O
2169,34,stay,O
2170,34,.,O
2171,35,Enjoyable,O
2172,35,Stay,O
2173,35,in,O
2174,35,Royal,B-org
2175,35,Hostel,I-org
2176,35,",",O
2177,35,Singapore,B-geo
2178,35,.,O
2179,35,The,O
2180,35,rooms,O
2181,35,were,O
2182,35,clean,O
2183,35,",",O
2184,35,spacious,O
2185,35,and,O
2186,35,have,O
2187,35,bunks,O
2188,35,",",O
2189,35,and,O
2190,35,a,O
2191,35,personal,O
2192,35,locker,O
2193,35,.,O
2194,35,a,O
2195,35,deposit,O
2196,35,of,O
2197,35,2,O
2198,35,dollars,O
2199,35,needed,O
2200,35,.,O
2201,35,Very,O
2202,35,close,O
2203,35,to,O
2204,35,the,O
2205,35,Chinatown,B-gpe
2206,35,metro,O
2207,35,station,O
2208,35,",",O
2209,35,walkable,O
2210,35,distance,O
2211,35,and,O
2212,35,then,O
2213,35,from,O
2214,35,the,O
2215,35,hostel,O
2216,35,you,O
2217,35,are,O
2218,35,at,O
2219,35,the,O
2220,35,central,O
2221,35,to,O
2222,35,everything,O
2223,35,you,O
2224,35,need,O
2225,35,to,O
2226,35,EAT,O
2227,35,in,O
2228,35,Singapore,B-geo
2229,35,.,O
2230,35,The,O
2231,35,staff,O
2232,35,was,O
2233,35,helpful,O
2234,35,.,O
2235,35,From,O
2236,35,help,O
2237,35,with,O
2238,35,locating,O
2239,35,the,O
2240,35,post,O
2241,35,office,O
2242,35,to,O
2243,35,advice,O
2244,35,on,O
2245,35,off,O
2246,35,the,O
2247,35,beaten,O
2248,35,path,O
2249,35,",",O
2250,35,to,O
2251,35,keeping,O
2252,35,guests,O
2253,35,fed,O
2254,35,with,O
2255,35,breakfast,O
2256,35,",",O
2257,35,to,O
2258,35,treating,O
2259,35,guests,O
2260,35,with,O
2261,35,cool,O
2262,35,beer,O
2263,35,in,O
2264,35,the,O
2265,35,late,O
2266,35,evening,O
2267,35,these,O
2268,35,people,O
2269,35,are,O
2270,35,awesome,O
2271,35,.,O
2272,35,Stayed,O
2273,35,April,B-tim
2274,35,2015,I-tim
2275,35,",",O
2276,35,traveled,O
2277,35,solo,O
2278,36,Great,O
2279,36,cosy,O
2280,36,studio,O
2281,36,nice,O
2282,36,and,O
2283,36,modern,O
2284,36,.,O
2285,36,Warm,O
2286,36,shower,O
2287,36,amazingly,O
2288,36,comfortable,O
2289,36,King,O
2290,36,size,O
2291,36,bed,O
2292,36,and,O
2293,36,quiet,O
2294,36,AC,O
2295,36,.,O
2296,36,Very,O
2297,36,handy,O
2298,36,location,O
2299,36,walkable,O
2300,36,to,O
2301,36,Arab,B-gpe
2302,36,St,I-gpe
2303,36,bars,O
2304,36,",",O
2305,36,Rochor,B-geo
2306,36,station,O
2307,36,",",O
2308,36,Bugis,B-gpe
2309,36,Junction,I-gpe
2310,36,and,O
2311,36,Little,B-gpe
2312,36,India,I-gpe
2313,36,.,O
2314,36,There,O
2315,36,is,O
2316,36,a,O
2317,36,shared,O
2318,36,kitchen,O
2319,36,but,O
2320,36,plenty,O
2321,36,of,O
2322,36,great,O
2323,36,local,O
2324,36,cuisine,O
2325,36,right,O
2326,36,outside,O
2327,36,too,O
2328,36,.,O
2329,37,Go,O
2330,37,for,O
2331,37,it,O
2332,37,",",O
2333,37,it,O
2334,37,is,O
2335,37,a,O
2336,37,great,O
2337,37,place,O
2338,37,Perfect,O
2339,37,location,O
2340,37,in,O
2341,37,the,O
2342,37,middle,O
2343,37,of,O
2344,37,Chinatown,B-gpe
2345,37,",",O
2346,37,just,O
2347,37,10,B-tim
2348,37,seconds,I-tim
2349,37,away,O
2350,37,from,O
2351,37,the,O
2352,37,mrt,O
2353,37,",",O
2354,37,you,O
2355,37,can,O
2356,37,also,O
2357,37,walk,O
2358,37,to,O
2359,37,the,O
2360,37,Buddha,B-org
2361,37,Tooth,I-org
2362,37,Relic,I-org
2363,37,Temple,I-org
2364,37,.,O
2365,37,The,O
2366,37,place,O
2367,37,was,O
2368,37,very,O
2369,37,clean,O
2370,37,",",O
2371,37,and,O
2372,37,A,O
2373,37,LOT,O
2374,37,of,O
2375,37,shampoos,O
2376,37,",",O
2377,37,soaps,O
2378,37,",",O
2379,37,etc,O
2380,37,were,O
2381,37,available,O
2382,37,for,O
2383,37,us,O
2384,37,.,O
2385,37,Our,O
2386,37,room,O
2387,37,had,O
2388,37,a,O
2389,37,great,O
2390,37,view,O
2391,37,over,O
2392,37,the,O
2393,37,city,O
2394,37,.,O
2395,37,There,O
2396,37,is,O
2397,37,a,O
2398,37,nice,O
2399,37,atmosphere,O
2400,37,both,O
2401,37,in,O
2402,37,the,O
2403,37,apartment,O
2404,37,and,O
2405,37,in,O
2406,37,the,O
2407,37,neighborhood,O
2408,37,.,O
2409,37,The,O
2410,37,host,O
2411,37,also,O
2412,37,sent,O
2413,37,us,O
2414,37,many,O
2415,37,pictures,O
2416,37,to,O
2417,37,smooth,O
2418,37,our,O
2419,37,arrival,O
2420,37,",",O
2421,37,making,O
2422,37,it,O
2423,37,very,O
2424,37,easy,O
2425,37,to,O
2426,37,find,O
2427,37,and,O
2428,37,stress,O
2429,37,free,O
2430,37,.,O
2431,37,Definitely,O
2432,37,recommend,O
2433,38,Great,O
2434,38,place,O
2435,38,to,O
2436,38,stay,O
2437,38,with,O
2438,38,nearby,O
2439,38,local,O
2440,38,restaurants,O
2441,38,and,O
2442,38,Bugis,B-geo
2443,38,center,O
2444,38,.,O
2445,38,I,O
2446,38,got,O
2447,38,there,O
2448,38,earlier,O
2449,38,but,O
2450,38,the,O
2451,38,host,O
2452,38,allowed,O
2453,38,me,O
2454,38,to,O
2455,38,check,O
2456,38,in,O
2457,38,so,O
2458,38,that,O
2459,38,was,O
2460,38,really,O
2461,38,nice,O
2462,38,.,O
2463,39,Overall,O
2464,39,",",O
2465,39,a,O
2466,39,great,O
2467,39,place,O
2468,39,to,O
2469,39,stay,O
2470,39,convenient,O
2471,39,location,O
2472,39,walkable,O
2473,39,to,O
2474,39,Orchard,B-geo
2475,39,",",O
2476,39,Robertson,B-geo
2477,39,Quay,I-geo
2478,39,",",O
2479,39,Clarke,B-geo
2480,39,Quay,I-geo
2481,39,",",O
2482,39,MRT,O
2483,39,stations,O
2484,39,",",O
2485,39,etc,O
2486,39,and,O
2487,39,decent,O
2488,39,value,O
2489,39,for,O
2490,39,area,O
2491,39,.,O
2492,39,In,O
2493,39,a,O
2494,39,residential,O
2495,39,area,O
2496,39,so,O
2497,39,nice,O
2498,39,and,O
2499,39,quiet,O
2500,39,in,O
2501,39,the,O
2502,39,evenings,O
2503,39,and,O
2504,39,family,O
2505,39,oriented,O
2506,39,.,O
2507,39,Good,O
2508,39,for,O
2509,39,short,O
2510,39,and,O
2511,39,long,O
2512,39,term,O
2513,39,stay,O
2514,39,as,O
2515,39,place,O
2516,39,includes,O
2517,39,washer,O
2518,39,dryer,O
2519,39,.,O
2520,39,Apartment,O
2521,39,is,O
2522,39,not,O
2523,39,brand,O
2524,39,new,O
2525,39,but,O
2526,39,well,O
2527,39,kept,O
2528,39,.,O
2529,39,Kitchenette,O
2530,39,could,O
2531,39,equip,O
2532,39,scissors,O
2533,39,and,O
2534,39,strainer,O
2535,39,colander,O
2536,39,.,O
2537,39,Note,O
2538,39,that,O
2539,39,kitchenette,O
2540,39,is,O
2541,39,basic,O
2542,39,only,O
2543,39,table,O
2544,39,top,O
2545,39,induction,O
2546,39,cooker,O
2547,39,so,O
2548,39,only,O
2549,39,light,O
2550,39,cooking,O
2551,39,in,O
2552,39,the,O
2553,39,apartment,O
2554,39,.,O
2555,40,The,O
2556,40,pods,O
2557,40,are,O
2558,40,clean,O
2559,40,and,O
2560,40,comfy,O
2561,40,.,O
2562,40,It,O
2563,40,s,O
2564,40,a,O
2565,40,quiet,O
2566,40,place,O
2567,40,and,O
2568,40,you,O
2569,40,ll,O
2570,40,get,O
2571,40,enough,O
2572,40,privacy,O
2573,40,in,O
2574,40,your,O
2575,40,Pod,O
2576,40,.,O
2577,40,It,O
2578,40,s,O
2579,40,located,O
2580,40,super,O
2581,40,close,O
2582,40,to,O
2583,40,China,B-gpe
2584,40,town,I-gpe
2585,40,and,O
2586,40,is,O
2587,40,well,O
2588,40,connected,O
2589,40,by,O
2590,40,bus,O
2591,40,and,O
2592,40,MRT,O
2593,40,.,O
2594,40,Lot,O
2595,40,of,O
2596,40,restaurants,O
2597,40,and,O
2598,40,hawkers,O
2599,40,nearby,O
2600,40,",",O
2601,40,enough,O
2602,40,and,O
2603,40,more,O
2604,40,options,O
2605,40,to,O
2606,40,eat,O
2607,40,out,O
2608,40,.,O
2609,40,It,O
2610,40,s,O
2611,40,walkable,O
2612,40,to,O
2613,40,Boat,B-geo
2614,40,Quay,I-geo
2615,40,and,O
2616,40,Clarke,B-geo
2617,40,Quay,I-geo
2618,40,.,O
2619,40,It,O
2620,40,s,O
2621,40,a,O
2622,40,quiet,O
2623,40,place,O
2624,40,which,O
2625,40,gives,O
2626,40,you,O
2627,40,a,O
2628,40,professional,O
2629,40,vibe,O
2630,40,.,O
2631,40,I,O
2632,40,ve,O
2633,40,heard,O
2634,40,that,O
2635,40,most,O
2636,40,hostels,O
2637,40,in,O
2638,40,Singapore,O
2639,40,are,O
2640,40,like,O
2641,40,that,O
2642,40,.,O
2643,41,Located,O
2644,41,in,O
2645,41,the,O
2646,41,Little,B-gpe
2647,41,India,I-gpe
2648,41,area,O
2649,41,",",O
2650,41,the,O
2651,41,apartment,O
2652,41,is,O
2653,41,very,O
2654,41,close,O
2655,41,to,O
2656,41,the,O
2657,41,small,O
2658,41,Indian,B-gpe
2659,41,subway,O
2660,41,station,O
2661,41,.,O
2662,41,You,O
2663,41,can,O
2664,41,reach,O
2665,41,the,O
2666,41,shopping,O
2667,41,center,O
2668,41,or,O
2669,41,attraction,O
2670,41,you,O
2671,41,want,O
2672,41,to,O
2673,41,go,O
2674,41,by,O
2675,41,1,O
2676,41,3,O
2677,41,.,O
2678,41,The,O
2679,41,landlord,O
2680,41,",",O
2681,41,very,O
2682,41,clean,O
2683,41,room,O
2684,41,",",O
2685,41,very,O
2686,41,clean,O
2687,41,room,O
2688,41,",",O
2689,41,very,O
2690,41,convenient,O
2691,41,Check,O
2692,41,in,O
2693,41,There,O
2694,41,are,O
2695,41,also,O
2696,41,milk,O
2697,41,",",O
2698,41,pure,O
2699,41,water,O
2700,41,",",O
2701,41,bread,O
2702,41,",",O
2703,41,apartment,O
2704,41,in,O
2705,41,the,O
2706,41,room,O
2707,41,",",O
2708,41,in,O
2709,41,addition,O
2710,41,to,O
2711,41,toothbrushes,O
2712,41,",",O
2713,41,toothpaste,O
2714,41,requires,O
2715,41,self,O
2716,41,contained,O
2717,41,",",O
2718,41,other,O
2719,41,necessities,O
2720,41,can,O
2721,41,be,O
2722,41,obtained,O
2723,41,in,O
2724,41,the,O
2725,41,apartment,O
2726,41,.,O
2727,41,During,O
2728,41,the,O
2729,41,stay,O
2730,41,",",O
2731,41,the,O
2732,41,passport,O
2733,41,lock,O
2734,41,in,O
2735,41,the,O
2736,41,safe,O
2737,41,",",O
2738,41,the,O
2739,41,landlord,O
2740,41,also,O
2741,41,To,O
2742,41,open,O
2743,41,the,O
2744,41,safe,O
2745,41,",",O
2746,41,although,O
2747,41,there,O
2748,41,is,O
2749,41,no,O
2750,41,friend,O
2751,41,of,O
2752,41,your,O
2753,41,own,O
2754,41,eyes,O
2755,41,",",O
2756,41,you,O
2757,41,can,O
2758,41,know,O
2759,41,the,O
2760,41,landlord,O
2761,41,is,O
2762,41,a,O
2763,41,very,O
2764,41,good,O
2765,41,person,O
2766,41,.,O
2767,41,There,O
2768,41,is,O
2769,41,a,O
2770,41,cinema,O
2771,41,that,O
2772,41,releases,O
2773,41,the,O
2774,41,Indian,B-gpe
2775,41,movie,O
2776,41,",",O
2777,41,you,O
2778,41,can,O
2779,41,go,O
2780,41,see,O
2781,41,",",O
2782,41,hahaha,O
2783,41,.,O
2784,41,Other,O
2785,41,words,O
2786,41,",",O
2787,41,the,O
2788,41,movie,O
2789,41,theater,O
2790,41,There,O
2791,41,are,O
2792,41,a,O
2793,41,few,O
2794,41,traditional,O
2795,41,Indian,O
2796,41,restaurants,O
2797,41,",",O
2798,41,the,O
2799,41,taste,O
2800,41,is,O
2801,41,very,O
2802,41,good,O
2803,41,The,O
2804,41,apartment,O
2805,41,can,O
2806,41,go,O
2807,41,to,O
2808,41,the,O
2809,41,surrounding,O
2810,41,shopping,O
2811,41,center,O
2812,41,.,O
2813,41,The,O
2814,41,subway,O
2815,41,can,O
2816,41,be,O
2817,41,easily,O
2818,41,arrived,O
2819,41,.,O
2820,41,But,O
2821,41,the,O
2822,41,zoo,O
2823,41,",",O
2824,41,etc,O
2825,41,.,O
2826,41,",",O
2827,41,suggestions,O
2828,41,or,O
2829,41,arrive,O
2830,41,at,O
2831,41,the,O
2832,41,GRAB,B-org
2833,41,",",O
2834,41,this,O
2835,41,will,O
2836,41,not,O
2837,41,spend,O
2838,41,too,O
2839,41,much,O
2840,41,time,O
2841,41,on,O
2842,41,the,O
2843,41,road,O
2844,41,.,O
2845,41,Don,O
2846,41,t,O
2847,41,worry,O
2848,41,More,O
2849,41,Indian,B-gpe
2850,41,people,O
2851,41,nearby,O
2852,41,",",O
2853,41,because,O
2854,41,they,O
2855,41,stayed,O
2856,41,for,O
2857,41,a,O
2858,41,few,O
2859,41,days,O
2860,41,",",O
2861,41,you,O
2862,41,will,O
2863,41,find,O
2864,41,that,O
2865,41,you,O
2866,41,will,O
2867,41,like,O
2868,41,to,O
2869,41,live,O
2870,41,in,O
2871,41,this,O
2872,41,place,O
2873,41,",",O
2874,41,like,O
2875,41,staying,O
2876,41,in,O
2877,41,Singapore,B-geo
2878,41,is,O
2879,41,pleasant,O
2880,41,",",O
2881,41,clean,O
2882,41,and,O
2883,41,livable,O
2884,41,country,O
2885,42,It,O
2886,42,is,O
2887,42,extremely,O
2888,42,well,O
2889,42,located,O
2890,42,though,O
2891,42,this,O
2892,42,may,O
2893,42,not,O
2894,42,appear,O
2895,42,so,O
2896,42,from,O
2897,42,maps,O
2898,42,because,O
2899,42,a,O
2900,42,it,O
2901,42,is,O
2902,42,within,O
2903,42,easy,O
2904,42,walking,O
2905,42,distance,O
2906,42,to,O
2907,42,the,O
2908,42,Tan,B-gpe
2909,42,Kah,I-gpe
2910,42,Kee,I-gpe
2911,42,MRT,O
2912,42,station,O
2913,42,which,O
2914,42,opens,O
2915,42,all,O
2916,42,of,O
2917,42,Orchard,B-geo
2918,42,Road,I-geo
2919,42,",",O
2920,42,downtown,O
2921,42,and,O
2922,42,Maria,B-per
2923,42,",",O
2924,42,b,O
2925,42,it,O
2926,42,is,O
2927,42,just,O
2928,42,around,O
2929,42,the,O
2930,42,corner,O
2931,42,from,O
2932,42,the,O
2933,42,Hillcrest,B-geo
2934,42,Road,I-geo
2935,42,shophouses,O
2936,42,which,O
2937,42,have,O
2938,42,become,O
2939,42,a,O
2940,42,special,O
2941,42,upmarket,O
