,saleprice,lot_frontage,lot_area,overall_qual,overall_cond,year_built,year_remod/add,yr_sold,mas_vnr_area,bsmtfin_sf_1,total_bsmt_sf,frst_flr_sf,sec_flr_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,totrms_abvgrd,fireplaces,garage_area,wood_deck_sf,open_porch_sf,screen_porch,neighborhood,exter_qual,exter_cond,bsmt_exposure,kitchen_qual,garage_finish,heating_qc,fireplace_qu
379,101000,60.0,7200,5,7,1920,1996,2007,0.0,0.0,530.0,581,530,1111,0.0,0.0,1,0,3,6,0,288.0,0,0,0,IDOTRR,TA,TA,No,Fa,Unf,TA,None
380,125000,65.0,9750,5,5,1958,1958,2006,0.0,0.0,960.0,960,0,960,0.0,0.0,1,0,3,5,0,624.0,0,0,0,OldTown,TA,TA,No,TA,Unf,Ex,None
381,183000,73.0,11184,6,5,1998,1998,2008,0.0,0.0,932.0,932,701,1633,0.0,0.0,2,1,3,7,1,460.0,0,39,0,Gilbert,TA,TA,No,TA,Fin,Gd,TA
382,104000,92.0,5520,6,6,1912,1950,2009,0.0,0.0,755.0,929,929,2229,0.0,0.0,1,0,5,8,0,0.0,0,198,0,OldTown,TA,TA,No,TA,None,Ex,None
383,112500,64.0,6390,6,7,1954,1954,2008,0.0,0.0,936.0,984,0,984,1.0,0.0,1,0,2,4,0,280.0,0,0,0,NAmes,TA,TA,No,TA,Unf,TA,None
384,207500,79.0,10240,6,6,1980,1980,2006,157.0,625.0,1686.0,1686,0,1686,1.0,0.0,2,0,3,7,1,612.0,384,131,0,NWAmes,TA,Gd,No,TA,Unf,TA,TA
385,225000,78.0,9316,7,5,2005,2005,2006,140.0,56.0,1614.0,1614,0,1614,0.0,0.0,2,0,3,7,1,576.0,100,45,0,CollgCr,Gd,TA,Gd,Gd,Fin,Ex,Gd
386,119900,60.0,7200,5,8,1972,1972,2006,0.0,437.0,864.0,864,0,864,0.0,0.0,1,0,3,5,0,297.0,0,0,0,CollgCr,TA,TA,No,TA,Unf,Ex,None
387,293000,108.0,12228,7,5,2006,2006,2006,206.0,0.0,1721.0,1740,0,1740,0.0,0.0,2,0,4,8,0,874.0,0,43,0,NridgHt,Gd,TA,No,Gd,RFn,Ex,None
388,180000,78.0,10335,5,6,1968,1993,2006,0.0,570.0,1461.0,1721,0,1721,0.0,0.0,2,1,3,7,1,440.0,0,96,0,Sawyer,TA,TA,No,TA,RFn,Gd,TA
389,169900,0.0,12328,6,5,1976,1976,2010,335.0,539.0,1012.0,1034,0,1034,1.0,0.0,1,0,3,6,0,888.0,0,0,0,Mitchel,TA,TA,Av,TA,Unf,TA,None
390,112000,68.0,8930,6,5,1978,1978,2010,0.0,0.0,0.0,1318,584,1902,0.0,0.0,2,0,4,8,0,539.0,0,0,0,Sawyer,TA,TA,No,TA,Unf,TA,None
391,152000,81.0,9672,6,5,1984,1985,2010,0.0,338.0,1040.0,1097,0,1097,0.0,0.0,2,0,3,6,0,480.0,0,0,0,SawyerW,TA,TA,No,TA,Unf,TA,None
392,300000,120.0,13975,9,5,2005,2006,2006,525.0,0.0,1090.0,1117,1089,2206,0.0,0.0,2,1,4,10,1,670.0,148,95,0,NridgHt,Gd,TA,Av,Ex,Fin,Ex,Gd
393,107000,94.0,7819,6,5,1976,1976,2010,0.0,422.0,1029.0,1117,0,1117,1.0,0.0,1,0,3,6,1,672.0,144,0,0,Edwards,TA,TA,Av,TA,Unf,TA,TA
394,122500,60.0,11340,4,6,1885,1950,2010,0.0,0.0,777.0,1246,1044,2290,0.0,0.0,2,0,4,11,0,560.0,0,0,0,OldTown,TA,TA,No,TA,Unf,Gd,None
395,89000,21.0,1680,6,5,1972,1972,2006,504.0,276.0,483.0,483,465,948,0.0,0.0,1,1,2,5,0,264.0,0,0,0,BrDale,TA,TA,No,TA,Unf,TA,None
396,95000,65.0,6001,6,5,1940,1950,2010,0.0,368.0,600.0,600,319,919,0.0,0.0,1,0,3,5,0,231.0,0,0,0,SWISU,TA,TA,No,TA,Unf,Ex,None
397,143450,78.0,11700,6,6,1968,1968,2007,41.0,0.0,912.0,1152,0,1152,1.0,0.0,1,1,3,7,0,412.0,0,126,0,NWAmes,TA,TA,No,TA,RFn,Ex,None
398,376162,102.0,12858,9,5,2009,2010,2010,162.0,0.0,1590.0,1627,707,2334,0.0,0.0,2,1,3,10,1,751.0,144,133,0,NridgHt,Ex,TA,No,Ex,Fin,Ex,Gd
399,167500,73.0,9300,5,5,1960,1960,2010,324.0,697.0,1268.0,1264,0,1264,1.0,0.0,1,0,3,6,2,461.0,0,0,143,NAmes,TA,TA,No,TA,Unf,TA,Gd
400,153337,64.0,7018,5,5,1979,1979,2009,275.0,1086.0,1086.0,1224,0,1224,2.0,0.0,0,2,2,6,2,528.0,120,0,0,SawyerW,TA,TA,Av,TA,Unf,TA,TA
401,103600,54.0,6629,6,6,1925,1950,2009,0.0,551.0,672.0,697,672,1369,1.0,0.0,2,0,3,6,0,300.0,147,0,0,Edwards,TA,Gd,No,TA,Unf,TA,None
402,128200,75.0,10650,5,6,1976,1976,2010,0.0,182.0,894.0,894,0,894,1.0,0.0,1,0,3,5,0,308.0,365,0,0,CollgCr,TA,TA,Av,TA,Unf,TA,None
403,177500,0.0,2117,6,5,2000,2000,2010,216.0,378.0,756.0,769,804,1573,0.0,0.0,2,1,3,5,0,440.0,0,32,0,Somerst,Gd,TA,No,Gd,Unf,Ex,None
404,320000,105.0,13650,8,5,2002,2002,2010,232.0,578.0,1671.0,1687,563,2250,1.0,0.0,2,1,3,7,1,756.0,238,130,0,NridgHt,Gd,TA,Gd,Gd,Fin,Ex,Ex
405,190000,42.0,8433,6,5,2000,2000,2009,0.0,683.0,794.0,819,695,1514,1.0,0.0,2,1,3,7,1,394.0,0,72,0,Gilbert,TA,TA,No,TA,Fin,Ex,TA
406,91500,21.0,1680,6,5,1971,1971,2006,236.0,0.0,672.0,672,546,1218,0.0,0.0,1,1,3,7,0,0.0,201,0,0,BrDale,TA,TA,No,TA,None,TA,None
407,93000,50.0,6000,5,4,1954,1954,2009,0.0,0.0,811.0,811,576,1387,0.0,0.0,2,0,3,7,0,256.0,0,0,0,OldTown,TA,TA,No,Gd,Unf,TA,None
408,40000,50.0,8500,4,4,1920,1950,2008,0.0,0.0,649.0,649,668,1317,0.0,0.0,1,0,3,6,0,250.0,0,54,0,IDOTRR,TA,Fa,No,TA,Unf,TA,None
409,127000,60.0,6882,6,7,1914,2006,2007,0.0,0.0,684.0,773,582,1355,0.0,0.0,1,1,3,7,0,0.0,136,0,0,IDOTRR,TA,TA,No,Gd,None,TA,None
410,50138,66.0,8712,4,7,1896,1950,2010,0.0,0.0,756.0,952,0,952,0.0,0.0,1,0,3,5,0,330.0,0,0,0,IDOTRR,Fa,Fa,No,TA,RFn,Gd,None
411,148000,0.0,7917,6,7,1976,1976,2007,174.0,751.0,1143.0,1113,0,1113,1.0,0.0,1,1,3,6,1,504.0,370,30,0,Edwards,TA,Gd,No,TA,RFn,TA,Fa
412,120500,71.0,6900,5,6,1940,1955,2008,0.0,403.0,740.0,778,0,778,0.0,0.0,1,0,2,4,1,924.0,0,25,0,IDOTRR,TA,TA,No,TA,Fin,Ex,Gd
413,139500,60.0,9900,6,7,1940,1950,2009,0.0,0.0,778.0,944,545,1489,0.0,0.0,2,0,3,7,1,240.0,335,0,0,SWISU,TA,TA,No,TA,Unf,TA,Gd
414,320000,86.0,13286,9,5,2007,2008,2009,340.0,1234.0,1698.0,1698,0,1698,1.0,0.0,2,0,3,8,1,768.0,327,64,0,Edwards,Ex,TA,No,Ex,Fin,Ex,Gd
415,219000,107.0,12888,7,8,1937,1980,2007,0.0,288.0,1005.0,1262,1005,2267,1.0,0.0,1,1,3,7,2,498.0,521,0,0,Sawyer,TA,Gd,No,TA,Fin,TA,Gd
416,131000,0.0,8885,5,5,1983,1983,2006,0.0,301.0,864.0,902,0,902,1.0,0.0,1,0,2,5,0,484.0,164,0,0,Mitchel,TA,TA,Av,TA,Unf,TA,None
417,171925,62.0,8857,6,5,2006,2006,2007,0.0,0.0,738.0,738,757,1495,0.0,0.0,2,1,3,7,1,440.0,100,30,0,Gilbert,Gd,TA,No,Gd,RFn,Ex,Gd
418,177900,53.0,14137,5,5,1996,1997,2008,0.0,450.0,1348.0,1384,0,1384,1.0,0.0,2,0,3,7,0,404.0,0,39,0,Gilbert,Gd,TA,No,Gd,Unf,Gd,None
419,141500,53.0,6720,6,7,1921,1950,2007,0.0,0.0,585.0,851,585,1436,0.0,0.0,1,0,3,7,1,228.0,184,0,0,Crawfor,TA,TA,No,TA,Unf,TA,Gd
420,191000,60.0,7500,6,5,1998,1999,2009,0.0,476.0,952.0,952,684,1636,1.0,0.0,2,1,3,7,1,440.0,0,84,0,Gilbert,Gd,TA,No,TA,Fin,Gd,TA
421,158000,63.0,13072,6,5,2004,2004,2006,0.0,941.0,1158.0,1158,0,1158,1.0,0.0,1,1,3,5,0,576.0,0,50,0,SawyerW,TA,TA,No,Gd,Unf,Ex,None
422,248900,67.0,10656,8,5,2006,2007,2007,274.0,0.0,1638.0,1646,0,1646,0.0,0.0,2,0,3,6,1,870.0,192,80,0,Timber,Gd,TA,Av,Gd,RFn,Ex,Gd
423,175000,60.0,7200,5,7,1937,1950,2007,252.0,569.0,731.0,981,787,1768,1.0,0.0,1,1,3,7,2,240.0,0,0,0,SWISU,TA,TA,No,Gd,Unf,Ex,TA
424,185900,80.0,8800,6,7,1965,2000,2006,0.0,901.0,1187.0,1565,0,1565,1.0,0.0,2,0,3,7,2,299.0,200,25,0,NAmes,TA,Gd,Mn,Gd,RFn,Ex,TA
425,163000,60.0,10800,7,7,1914,1970,2006,0.0,390.0,880.0,880,888,1768,0.0,0.0,1,1,2,6,2,320.0,0,341,0,OldTown,TA,TA,Mn,TA,Unf,Fa,TA
426,115000,50.0,9000,5,6,1951,1951,2006,0.0,0.0,660.0,1060,336,1396,0.0,0.0,2,0,4,8,0,0.0,0,0,0,IDOTRR,Fa,Fa,Mn,TA,None,TA,None
427,157500,80.0,13014,6,5,1978,1978,2008,39.0,528.0,1008.0,1096,0,1096,1.0,0.0,1,0,3,6,1,484.0,168,0,0,Sawyer,TA,TA,Av,TA,Unf,TA,Fa
428,245000,0.0,15896,7,5,1999,1999,2009,210.0,913.0,1177.0,1223,1089,2312,1.0,0.0,2,1,4,8,1,658.0,298,0,0,Gilbert,Gd,TA,No,Gd,Fin,Ex,TA
429,180000,41.0,5395,8,5,1993,1993,2008,0.0,733.0,1337.0,1337,0,1337,1.0,0.0,2,0,2,5,1,462.0,96,0,0,StoneBr,Gd,TA,No,Gd,RFn,Gd,TA
430,148800,0.0,5105,7,5,2004,2004,2007,0.0,239.0,551.0,551,551,1102,0.0,0.0,2,1,2,4,0,480.0,0,60,0,Somerst,Gd,TA,No,Gd,Unf,Ex,None
431,237000,75.0,9473,8,5,2002,2002,2008,0.0,804.0,1128.0,1128,903,2031,1.0,0.0,2,1,3,7,1,577.0,0,211,0,CollgCr,Gd,TA,No,Gd,RFn,Ex,Gd
432,60000,60.0,8400,2,5,1920,1950,2009,0.0,290.0,290.0,438,0,438,0.0,0.0,1,0,1,3,0,246.0,0,0,0,SWISU,TA,TA,No,Fa,Unf,TA,None
433,165000,64.0,12102,5,5,1976,1976,2008,222.0,456.0,456.0,1033,0,1033,0.0,1.0,1,0,3,6,0,504.0,224,0,0,Edwards,TA,TA,Gd,TA,RFn,Ex,None
434,240000,41.0,10905,7,5,2003,2003,2008,0.0,0.0,1129.0,1129,1198,2327,0.0,0.0,2,1,4,9,1,596.0,0,57,0,CollgCr,Gd,TA,No,Gd,RFn,Ex,Gd
435,160000,0.0,9556,7,5,1992,1993,2007,52.0,0.0,1168.0,1187,0,1187,0.0,0.0,2,0,3,6,0,420.0,0,21,0,Gilbert,TA,TA,No,Gd,RFn,Gd,None
436,128000,58.0,6430,6,6,1945,1950,2006,0.0,780.0,780.0,816,524,1340,1.0,0.0,1,0,3,6,0,440.0,0,0,0,SWISU,TA,TA,Av,TA,Unf,TA,None
437,82000,65.0,6040,4,5,1955,1955,2008,0.0,0.0,0.0,1152,0,1152,0.0,0.0,2,0,2,6,0,0.0,0,0,0,Edwards,TA,TA,No,Fa,None,TA,None
438,256000,80.0,14695,6,8,1966,2008,2009,210.0,1387.0,1562.0,1567,0,1567,1.0,0.0,2,0,2,5,2,542.0,0,110,342,NAmes,TA,Gd,No,Gd,Unf,Gd,Gd
439,143000,50.0,9000,7,9,1920,1988,2009,0.0,624.0,650.0,832,650,1482,0.0,1.0,1,0,3,7,0,324.0,0,0,0,OldTown,TA,Gd,No,TA,Unf,Ex,None
440,231713,67.0,8368,7,5,2006,2007,2007,0.0,0.0,1689.0,1689,0,1689,0.0,0.0,2,0,3,7,0,433.0,100,39,0,Timber,Gd,TA,No,Gd,Fin,Ex,None
441,155000,195.0,41600,5,5,1969,1990,2007,0.0,1047.0,1100.0,1424,0,1424,1.0,0.0,1,1,3,7,0,828.0,144,0,0,Gilbert,TA,TA,Gd,TA,Unf,TA,None
442,128500,59.0,6490,5,7,1983,1983,2008,0.0,534.0,816.0,816,0,816,0.0,1.0,1,0,2,4,0,264.0,315,0,0,Mitchel,TA,Gd,No,TA,Unf,Ex,None
443,168000,60.0,7290,7,8,1921,1950,2008,174.0,0.0,1228.0,1424,0,1424,0.0,0.0,2,0,2,7,1,312.0,0,0,0,SWISU,TA,TA,No,TA,Unf,Ex,Gd
444,184000,0.0,7472,7,9,1972,2004,2007,138.0,626.0,725.0,725,754,1479,1.0,0.0,1,1,4,7,0,484.0,0,32,0,NAmes,TA,TA,No,Gd,Fin,Gd,None
445,124000,70.0,7000,5,5,1962,1962,2006,0.0,953.0,1025.0,1025,0,1025,1.0,0.0,1,0,3,6,0,0.0,96,80,0,NAmes,TA,TA,Av,TA,None,TA,None
446,185000,0.0,11717,6,6,1970,1970,2009,571.0,0.0,1442.0,1442,0,1442,0.0,0.0,2,0,2,6,1,615.0,371,0,0,NWAmes,TA,TA,No,TA,RFn,TA,TA
447,230500,106.0,11194,8,5,2000,2000,2006,40.0,0.0,1406.0,1454,482,1936,0.0,0.0,2,1,3,7,1,504.0,188,124,0,Gilbert,Gd,TA,No,Gd,RFn,Ex,TA
448,227000,90.0,11250,7,5,1998,1998,2006,227.0,796.0,1054.0,1070,869,1939,0.0,1.0,2,1,3,8,1,555.0,128,84,0,CollgCr,TA,TA,Mn,Gd,RFn,Ex,TA
449,173500,64.0,8633,6,5,2005,2005,2009,0.0,193.0,738.0,738,738,1476,1.0,0.0,2,1,3,7,0,540.0,100,35,0,CollgCr,Gd,TA,No,Gd,Fin,Ex,None
450,140000,70.0,8400,5,6,1968,1968,2006,0.0,744.0,833.0,898,0,898,1.0,0.0,1,0,3,6,0,326.0,143,0,0,NAmes,TA,TA,Gd,TA,RFn,Gd,None
451,247000,87.0,10037,8,5,2006,2007,2008,0.0,666.0,1460.0,1460,0,1460,0.0,0.0,2,0,3,6,1,480.0,0,20,0,Somerst,Gd,TA,No,Gd,Fin,Ex,Gd
452,149900,0.0,8014,6,5,1978,1978,2009,23.0,456.0,456.0,1034,0,1034,0.0,1.0,1,0,3,5,1,504.0,0,0,0,Sawyer,TA,TA,Gd,TA,Fin,TA,Fa
453,158000,0.0,12250,5,6,1978,1978,2008,180.0,781.0,864.0,1174,0,1174,1.0,0.0,1,0,3,5,0,528.0,211,0,0,CollgCr,TA,TA,Mn,TA,Unf,Ex,None
454,147110,0.0,2403,7,5,2003,2003,2010,0.0,244.0,530.0,530,550,1080,0.0,0.0,2,1,2,4,0,496.0,0,50,0,Somerst,Gd,TA,No,Gd,RFn,Ex,None
455,119500,50.0,8600,6,6,1937,1950,2006,0.0,0.0,780.0,780,596,1376,0.0,0.0,2,0,3,7,1,198.0,0,0,0,IDOTRR,TA,TA,No,TA,Unf,TA,Gd
456,205000,60.0,13680,5,6,1940,1950,2009,0.0,728.0,840.0,840,727,1567,1.0,0.0,1,1,2,6,2,440.0,0,21,0,Crawfor,TA,TA,No,TA,Unf,Ex,TA
457,148000,60.0,10800,5,9,1895,1999,2007,0.0,0.0,736.0,751,783,1534,0.0,0.0,1,1,3,6,0,0.0,0,112,0,OldTown,TA,Gd,Av,Gd,None,Ex,None
458,236500,39.0,5389,8,5,1995,1996,2010,0.0,1180.0,1595.0,1616,0,1616,1.0,0.0,2,0,2,5,1,608.0,237,152,0,StoneBr,Gd,TA,No,Gd,RFn,Ex,TA
459,137000,60.0,10890,5,5,1938,1950,2006,0.0,930.0,1058.0,1058,493,1551,1.0,0.0,2,0,3,6,0,240.0,0,0,0,SWISU,TA,TA,No,Fa,Unf,TA,None
460,122000,68.0,9768,5,5,1955,1955,2009,0.0,100.0,960.0,960,0,960,1.0,0.0,1,0,2,5,0,330.0,0,70,0,NAmes,TA,TA,No,TA,RFn,Gd,None
461,176485,73.0,8993,7,5,2007,2007,2007,0.0,0.0,1302.0,1302,0,1302,0.0,0.0,2,0,3,6,0,436.0,0,22,0,Gilbert,Gd,TA,Av,Gd,Fin,Ex,None
462,109000,50.0,11672,5,5,1925,1950,2006,0.0,0.0,816.0,816,0,816,0.0,0.0,1,0,2,4,0,210.0,168,0,0,BrkSide,TA,TA,No,TA,Unf,TA,None
463,330000,0.0,9763,7,5,1998,1998,2007,239.0,1102.0,1502.0,1502,0,1502,1.0,0.0,1,1,1,5,1,286.0,0,0,0,GrnHill,Gd,TA,No,Gd,Fin,Ex,TA
464,143000,56.0,9836,6,5,2008,2008,2008,0.0,96.0,192.0,1133,0,1133,1.0,0.0,1,0,3,7,0,308.0,0,175,0,OldTown,TA,TA,No,TA,Unf,Gd,None
465,410000,89.0,10557,9,5,1998,1998,2007,422.0,672.0,1408.0,1671,1407,3078,1.0,0.0,2,1,4,9,1,806.0,108,87,0,NoRidge,Gd,TA,Gd,Gd,Fin,Ex,TA
466,201000,70.0,8462,6,5,1994,1994,2007,105.0,814.0,928.0,936,785,1721,0.0,1.0,2,1,3,7,0,471.0,300,87,0,SawyerW,Gd,Gd,No,Gd,RFn,Ex,None
467,80000,60.0,10818,4,4,1910,1950,2006,0.0,0.0,1077.0,981,779,1760,0.0,0.0,1,1,4,7,1,648.0,120,0,0,OldTown,TA,TA,No,TA,Unf,TA,TA
468,259500,61.0,7259,6,8,1945,2002,2007,0.0,774.0,1028.0,1436,884,2320,1.0,0.0,2,1,3,9,1,180.0,224,0,0,Crawfor,TA,TA,No,Gd,Unf,Ex,TA
469,279900,0.0,11800,7,5,2003,2004,2007,94.0,766.0,1122.0,1146,1340,2486,1.0,0.0,3,1,5,10,1,452.0,143,32,0,Timber,Gd,TA,Gd,Gd,Fin,Ex,Gd
470,154000,75.0,7500,5,7,1959,1994,2010,0.0,340.0,1246.0,1246,0,1246,1.0,0.0,1,1,3,6,0,305.0,218,0,0,NAmes,TA,TA,No,Gd,RFn,Ex,None
472,128000,62.0,6488,5,5,1942,1950,2006,0.0,230.0,799.0,799,351,1150,0.0,0.0,1,0,3,6,2,215.0,264,0,0,Edwards,TA,TA,No,TA,Unf,Ex,TA
473,256300,110.0,14230,8,5,2007,2007,2009,640.0,0.0,1566.0,1600,0,1600,0.0,0.0,2,0,3,7,1,890.0,0,56,0,NridgHt,Gd,TA,No,Gd,RFn,Ex,Gd
474,188000,110.0,7810,4,6,1930,2003,2007,0.0,189.0,930.0,1230,525,1755,0.0,0.0,2,0,4,7,1,231.0,0,40,0,Crawfor,TA,Gd,No,Gd,Unf,Ex,TA
475,312500,85.0,14331,8,5,2002,2002,2006,630.0,1274.0,1800.0,1800,0,1800,1.0,0.0,2,0,3,7,1,765.0,270,78,0,Timber,Gd,TA,Gd,Gd,Fin,Ex,Gd
476,151000,30.0,3182,7,5,2004,2005,2010,0.0,0.0,600.0,600,600,1200,0.0,0.0,2,1,2,4,0,480.0,0,172,0,Somerst,Gd,TA,No,Gd,RFn,Ex,None
477,122500,24.0,1920,5,5,1971,1971,2007,376.0,471.0,765.0,765,600,1365,1.0,0.0,1,1,2,6,0,440.0,240,36,0,BrDale,TA,TA,No,TA,Unf,Ex,None
478,188000,68.0,10110,6,5,2003,2003,2008,0.0,80.0,835.0,835,861,1696,1.0,0.0,2,1,3,7,0,542.0,143,66,0,SawyerW,Gd,TA,Mn,Gd,RFn,Ex,None
479,209700,91.0,10984,7,5,2005,2006,2006,0.0,0.0,945.0,945,864,1809,0.0,0.0,2,1,3,8,0,638.0,144,54,0,CollgCr,Gd,TA,Gd,Gd,RFn,Ex,None
480,441929,85.0,14082,8,5,2006,2006,2007,945.0,1558.0,2220.0,2234,0,2234,1.0,0.0,1,1,1,7,1,724.0,390,80,0,StoneBr,Gd,TA,Gd,Gd,RFn,Ex,Gd
481,163000,50.0,8480,6,5,1993,1994,2008,120.0,602.0,886.0,886,794,1680,0.0,1.0,2,1,3,7,0,474.0,144,96,0,SawyerW,Gd,TA,No,Gd,RFn,Ex,None
482,187500,0.0,12205,6,8,1966,2007,2007,157.0,568.0,832.0,976,1111,2087,0.0,0.0,2,1,5,9,0,444.0,133,168,0,ClearCr,TA,TA,Gd,Gd,Fin,Gd,None
483,220000,90.0,15750,8,5,1999,2000,2009,260.0,1246.0,1462.0,1513,0,1513,1.0,0.0,2,0,2,5,1,521.0,135,34,0,CollgCr,Gd,TA,Gd,Gd,Fin,Ex,TA
484,127000,70.0,8050,5,6,1967,1993,2007,0.0,474.0,949.0,1107,0,1107,1.0,0.0,1,0,3,5,0,308.0,88,64,0,NAmes,TA,TA,No,Gd,RFn,TA,None
485,107500,60.0,7200,5,7,1955,2007,2010,0.0,0.0,0.0,827,0,827,0.0,0.0,1,0,2,5,1,392.0,0,0,0,NAmes,TA,TA,No,TA,Unf,Ex,Po
486,128000,35.0,6300,6,6,1914,2001,2008,0.0,0.0,742.0,742,742,1484,0.0,0.0,2,0,3,9,1,0.0,0,291,0,OldTown,TA,TA,No,TA,None,Ex,Gd
487,73000,30.0,5232,5,5,1925,2004,2008,0.0,0.0,680.0,764,0,764,0.0,0.0,1,0,2,4,0,504.0,0,0,0,OldTown,TA,TA,No,TA,Unf,Gd,None
488,374000,72.0,11846,9,5,2003,2004,2006,562.0,1567.0,1792.0,1792,0,1792,1.0,0.0,2,0,2,6,1,874.0,206,49,0,NridgHt,Gd,TA,Gd,Ex,Fin,Ex,Gd
489,421250,130.0,16900,8,5,2001,2002,2008,1110.0,1075.0,1479.0,1515,1134,2649,1.0,0.0,2,1,4,10,1,746.0,0,60,0,NridgHt,Gd,TA,Mn,Gd,Fin,Ex,TA
490,178000,0.0,9636,6,5,1992,1993,2009,0.0,0.0,808.0,808,785,1593,0.0,0.0,2,1,3,7,1,389.0,342,40,0,Gilbert,TA,TA,No,TA,RFn,Gd,TA
491,137500,90.0,10012,4,5,1972,1972,2008,0.0,920.0,1138.0,1181,0,1181,1.0,0.0,2,0,3,6,0,588.0,0,0,0,Edwards,TA,TA,Av,TA,RFn,TA,None
492,301500,91.0,14303,8,5,1994,1994,2008,554.0,1314.0,1986.0,1987,0,1987,1.0,0.0,2,0,2,7,1,691.0,262,36,0,NoRidge,Gd,TA,Gd,Gd,Fin,Ex,TA
493,105000,43.0,5707,6,6,1935,1950,2009,0.0,0.0,583.0,647,595,1242,0.0,0.0,1,1,3,6,1,180.0,329,96,0,SWISU,TA,TA,No,TA,Unf,Gd,Gd
494,157500,78.0,9360,6,7,1968,2004,2006,203.0,760.0,976.0,976,0,976,1.0,0.0,1,0,2,4,1,504.0,94,0,0,NAmes,TA,TA,Av,Gd,RFn,TA,Fa
495,117000,40.0,5680,5,3,1901,1950,2007,0.0,0.0,969.0,969,245,1214,0.0,0.0,1,0,2,6,0,216.0,0,0,0,OldTown,TA,TA,No,TA,Unf,TA,None
496,105000,70.0,7000,5,6,1962,1962,2006,0.0,468.0,864.0,864,0,864,0.0,1.0,1,0,3,5,0,336.0,0,0,0,NAmes,TA,TA,No,TA,Unf,Gd,None
497,115000,51.0,10480,6,5,1936,1950,2008,0.0,0.0,1064.0,1166,0,1639,0.0,0.0,1,0,3,6,0,240.0,0,0,0,SWISU,TA,TA,No,TA,Unf,Ex,None
498,360000,95.0,11578,9,5,2008,2008,2009,302.0,0.0,1736.0,1736,0,1736,0.0,0.0,2,0,3,7,1,834.0,319,90,0,NridgHt,Ex,TA,No,Ex,RFn,Ex,Gd
499,118858,64.0,7018,5,5,1979,1979,2009,0.0,0.0,0.0,1535,0,1535,0.0,0.0,2,0,4,8,0,400.0,0,0,0,SawyerW,TA,TA,No,TA,Unf,TA,None
500,173000,0.0,9130,6,8,1966,2000,2008,252.0,400.0,800.0,800,832,1632,0.0,1.0,1,1,4,7,0,484.0,0,40,0,NWAmes,TA,TA,No,Gd,Unf,Gd,None
501,78500,60.0,10800,3,5,1890,1998,2009,0.0,0.0,630.0,725,0,725,0.0,0.0,1,1,1,4,0,320.0,0,30,0,OldTown,TA,TA,No,TA,Unf,TA,None
502,183500,62.0,8244,7,5,2004,2004,2007,0.0,0.0,840.0,840,880,1720,0.0,0.0,2,1,3,7,1,440.0,100,48,0,Gilbert,Gd,TA,No,Gd,Fin,Ex,Gd
503,93000,60.0,6000,4,4,1953,1953,2009,0.0,0.0,936.0,936,0,936,0.0,0.0,1,0,2,4,0,576.0,0,32,0,OldTown,Fa,TA,No,TA,Unf,TA,None
504,226500,0.0,3621,8,5,2003,2003,2007,72.0,1084.0,1406.0,1589,0,1589,1.0,0.0,2,0,2,7,1,630.0,143,20,0,Blmngtn,Gd,TA,Gd,Gd,Fin,Ex,TA
505,178000,59.0,7837,6,7,1993,1994,2009,0.0,0.0,799.0,799,772,1571,0.0,0.0,2,1,3,7,1,380.0,0,40,0,Gilbert,Gd,TA,No,TA,RFn,Gd,TA
506,226000,72.0,10665,7,5,2003,2003,2007,167.0,1013.0,1453.0,1479,0,1479,1.0,0.0,2,0,3,7,0,558.0,144,29,0,CollgCr,Gd,TA,Av,Gd,RFn,Ex,None
507,173000,70.0,10457,5,7,1969,1969,2009,178.0,496.0,784.0,784,848,1632,0.0,0.0,1,1,4,7,1,898.0,0,173,0,Mitchel,Gd,Ex,Gd,TA,RFn,Ex,TA
508,62383,60.0,8281,5,5,1965,1965,2009,0.0,553.0,864.0,864,0,864,0.0,0.0,1,0,3,5,1,360.0,0,0,0,Sawyer,TA,TA,No,TA,Unf,Gd,Po
509,446261,67.0,14948,9,5,2008,2008,2008,268.0,1330.0,1452.0,1476,1237,2713,1.0,0.0,2,1,3,11,1,858.0,126,66,0,NridgHt,Ex,TA,Av,Ex,Fin,Ex,Gd
510,160000,43.0,7000,7,8,1926,1997,2006,0.0,424.0,624.0,743,736,1479,1.0,0.0,1,0,3,6,2,312.0,530,0,0,SWISU,TA,TA,No,Gd,Unf,Ex,Gd
511,219990,0.0,3940,7,5,2004,2004,2008,24.0,1087.0,1393.0,1576,0,1576,1.0,0.0,2,0,2,7,1,668.0,143,20,0,Blmngtn,Gd,TA,No,Gd,RFn,Ex,TA
512,191000,93.0,9382,7,5,1999,2000,2008,125.0,0.0,1468.0,1479,0,1479,0.0,0.0,2,0,3,6,0,577.0,120,25,0,CollgCr,Gd,TA,No,Gd,RFn,Ex,None
513,136500,55.0,6854,5,7,1925,1994,2007,0.0,317.0,756.0,916,144,1060,1.0,0.0,1,0,1,6,1,308.0,0,65,150,BrkSide,TA,Gd,No,TA,Unf,TA,Gd
514,80000,0.0,11515,4,5,1958,1994,2007,0.0,0.0,0.0,943,0,943,0.0,0.0,1,0,3,5,0,308.0,0,0,0,Edwards,TA,TA,No,Gd,Unf,TA,None
